wavenumber_cm-1,absorbance
2604.0,0.22945
2603.0,0.22451
2602.0,0.22729
2601.0,0.21635
2600.0,0.22831
2599.0,0.21977
2598.0,0.21936
2597.0,0.21692
2596.0,0.21548
2595.0,0.22086
2594.0,0.21767
2593.0,0.21865
2592.0,0.21436
2591.0,0.21598
2590.0,0.21033
2589.0,0.22259
2588.0,0.20262
2587.0,0.21579
2586.0,0.21534
2585.0,0.20327
2584.0,0.21770
2583.0,0.21056
2582.0,0.20947
2581.0,0.20379
2580.0,0.20159
2579.0,0.20067
2578.0,0.20271
2577.0,0.20681
2576.0,0.19975
2575.0,0.19334
2574.0,0.20106
2573.0,0.20060
2572.0,0.19832
2571.0,0.19783
2570.0,0.19181
2569.0,0.18758
2568.0,0.18695
2567.0,0.18218
2566.0,0.19061
2565.0,0.18807
2564.0,0.18537
2563.0,0.17186
2562.0,0.17948
2561.0,0.19040
2560.0,0.18056
2559.0,0.18477
2558.0,0.17510
2557.0,0.18834
2556.0,0.17952
2555.0,0.18078
2554.0,0.19006
2553.0,0.18512
2552.0,0.17510
2551.0,0.17278
2550.0,0.17322
2549.0,0.17651
2548.0,0.17255
2547.0,0.17021
2546.0,0.17864
2545.0,0.16986
2544.0,0.18105
2543.0,0.16913
2542.0,0.17673
2541.0,0.16873
2540.0,0.17089
2539.0,0.16159
2538.0,0.16008
2537.0,0.16579
2536.0,0.16758
2535.0,0.16198
2534.0,0.15450
2533.0,0.15328
2532.0,0.15210
2531.0,0.14956
2530.0,0.15811
2529.0,0.16235
2528.0,0.15582
2527.0,0.14375
2526.0,0.15327
2525.0,0.15259
2524.0,0.16306
2523.0,0.14447
2522.0,0.14899
2521.0,0.15865
2520.0,0.15156
2519.0,0.15132
2518.0,0.14827
2517.0,0.14854
2516.0,0.14998
2515.0,0.14124
2514.0,0.14888
2513.0,0.13684
2512.0,0.14455
2511.0,0.14302
2510.0,0.13825
2509.0,0.14044
2508.0,0.13666
2507.0,0.13364
2506.0,0.13645
2505.0,0.13193
2504.0,0.13830
2503.0,0.13017
2502.0,0.13871
2501.0,0.12849
2500.0,0.13080
2499.0,0.12976
2498.0,0.13875
2497.0,0.13303
2496.0,0.12957
2495.0,0.13238
2494.0,0.11861
2493.0,0.12819
2492.0,0.13766
2491.0,0.12760
2490.0,0.12655
2489.0,0.12822
2488.0,0.12924
2487.0,0.11405
2486.0,0.11491
2485.0,0.12365
2484.0,0.11832
2483.0,0.12774
2482.0,0.11890
2481.0,0.11009
2480.0,0.11272
2479.0,0.10462
2478.0,0.11650
2477.0,0.11603
2476.0,0.11416
2475.0,0.12099
2474.0,0.12090
2473.0,0.11338
2472.0,0.10287
2471.0,0.11596
2470.0,0.11497
2469.0,0.11307
2468.0,0.11576
2467.0,0.10437
2466.0,0.11957
2465.0,0.10407
2464.0,0.11195
2463.0,0.09912
2462.0,0.10225
2461.0,0.11383
2460.0,0.10430
2459.0,0.10916
2458.0,0.10550
2457.0,0.10315
2456.0,0.10986
2455.0,0.10123
2454.0,0.09288
2453.0,0.09714
2452.0,0.10328
2451.0,0.10188
2450.0,0.09145
2449.0,0.09505
2448.0,0.09515
2447.0,0.09562
2446.0,0.08996
2445.0,0.09309
2444.0,0.09198
2443.0,0.09888
2442.0,0.09847
2441.0,0.09310
2440.0,0.09128
2439.0,0.09335
2438.0,0.08798
2437.0,0.08575
2436.0,0.08620
2435.0,0.08715
2434.0,0.08393
2433.0,0.08998
2432.0,0.09225
2431.0,0.08010
2430.0,0.08759
2429.0,0.08580
2428.0,0.08805
2427.0,0.08572
2426.0,0.07796
2425.0,0.07836
2424.0,0.08427
2423.0,0.08872
2422.0,0.07196
2421.0,0.08422
2420.0,0.08790
2419.0,0.08065
2418.0,0.08363
2417.0,0.07684
2416.0,0.07923
2415.0,0.07119
2414.0,0.06705
2413.0,0.08297
2412.0,0.07281
2411.0,0.07494
2410.0,0.06977
2409.0,0.06914
2408.0,0.07481
2407.0,0.07153
2406.0,0.07656
2405.0,0.07644
2404.0,0.07528
2403.0,0.07437
2402.0,0.08058
2401.0,0.06686
2400.0,0.07143
2399.0,0.07689
2398.0,0.07706
2397.0,0.06315
2396.0,0.06822
2395.0,0.07609
2394.0,0.07137
2393.0,0.06934
2392.0,0.06680
2391.0,0.06551
2390.0,0.06840
2389.0,0.06524
2388.0,0.06583
2387.0,0.06598
2386.0,0.06174
2385.0,0.06734
2384.0,0.07880
2383.0,0.05490
2382.0,0.06496
2381.0,0.05910
2380.0,0.06535
2379.0,0.06226
2378.0,0.06540
2377.0,0.06703
2376.0,0.06169
2375.0,0.06596
2374.0,0.04815
2373.0,0.06740
2372.0,0.06090
2371.0,0.06400
2370.0,0.05209
2369.0,0.05363
2368.0,0.05810
2367.0,0.05687
2366.0,0.05797
2365.0,0.06157
2364.0,0.04692
2363.0,0.06021
2362.0,0.05499
2361.0,0.05353
2360.0,0.04680
2359.0,0.05628
2358.0,0.04131
2357.0,0.05623
2356.0,0.04515
2355.0,0.05249
2354.0,0.05125
2353.0,0.05731
2352.0,0.05020
2351.0,0.04725
2350.0,0.04781
2349.0,0.05634
2348.0,0.05229
2347.0,0.04732
2346.0,0.04770
2345.0,0.04068
2344.0,0.05010
2343.0,0.03901
2342.0,0.05121
2341.0,0.04774
2340.0,0.05868
2339.0,0.04090
2338.0,0.04554
2337.0,0.05470
2336.0,0.05132
2335.0,0.04155
2334.0,0.04581
2333.0,0.04436
2332.0,0.04543
2331.0,0.04019
2330.0,0.04291
2329.0,0.03504
2328.0,0.04338
2327.0,0.04463
2326.0,0.04092
2325.0,0.03366
2324.0,0.04636
2323.0,0.04293
2322.0,0.03716
2321.0,0.03908
2320.0,0.03267
2319.0,0.03473
2318.0,0.03687
2317.0,0.04539
2316.0,0.03575
2315.0,0.04185
2314.0,0.03566
2313.0,0.03929
2312.0,0.03705
2311.0,0.04183
2310.0,0.03450
2309.0,0.02902
2308.0,0.02969
2307.0,0.03365
2306.0,0.02978
2305.0,0.03779
2304.0,0.03313
2303.0,0.04706
2302.0,0.02622
2301.0,0.03565
2300.0,0.02872
2299.0,0.03162
2298.0,0.03453
2297.0,0.02192
2296.0,0.03447
2295.0,0.04254
2294.0,0.03049
2293.0,0.03380
2292.0,0.03736
2291.0,0.03116
2290.0,0.02882
2289.0,0.02009
2288.0,0.03442
2287.0,0.03040
2286.0,0.02566
2285.0,0.03110
2284.0,0.02731
2283.0,0.02734
2282.0,0.03277
2281.0,0.02281
2280.0,0.03450
2279.0,0.02203
2278.0,0.02547
2277.0,0.03817
2276.0,0.03395
2275.0,0.02857
2274.0,0.02315
2273.0,0.02498
2272.0,0.02777
2271.0,0.02736
2270.0,0.02650
2269.0,0.02658
2268.0,0.02544
2267.0,0.01908
2266.0,0.02349
2265.0,0.03043
2264.0,0.01880
2263.0,0.02448
2262.0,0.02112
2261.0,0.02557
2260.0,0.02286
2259.0,0.03198
2258.0,0.02692
2257.0,0.01763
2256.0,0.02734
2255.0,0.01991
2254.0,0.02070
2253.0,0.02495
2252.0,0.02073
2251.0,0.02746
2250.0,0.01892
2249.0,0.01951
2248.0,0.01913
2247.0,0.01939
2246.0,0.02753
2245.0,0.02499
2244.0,0.03021
2243.0,0.03281
2242.0,0.01614
2241.0,0.02146
2240.0,0.01505
2239.0,0.01686
2238.0,0.01742
2237.0,0.01511
2236.0,0.01496
2235.0,0.01932
2234.0,0.01379
2233.0,0.02391
2232.0,0.01494
2231.0,0.03341
2230.0,0.01694
2229.0,0.01939
2228.0,0.01238
2227.0,0.02723
2226.0,0.02413
2225.0,0.01986
2224.0,0.01148
2223.0,0.01911
2222.0,0.01229
2221.0,0.02505
2220.0,0.02163
2219.0,0.01790
2218.0,0.00509
2217.0,0.01220
2216.0,0.02041
2215.0,0.02288
2214.0,0.02222
2213.0,0.00856
2212.0,0.01788
2211.0,0.02131
2210.0,0.00780
2209.0,0.01590
2208.0,0.01717
2207.0,0.01416
2206.0,0.00626
2205.0,0.01375
2204.0,0.01361
2203.0,0.01437
2202.0,0.01215
2201.0,0.01262
2200.0,0.01450
2199.0,0.01678
2198.0,0.01292
2197.0,0.01226
2196.0,0.01464
2195.0,0.00445
2194.0,0.01631
2193.0,0.01379
2192.0,0.01387
2191.0,0.01835
2190.0,0.00366
2189.0,0.00343
2188.0,0.01455
2187.0,0.01302
2186.0,0.01379
2185.0,0.01051
2184.0,0.01602
2183.0,0.01725
2182.0,0.01489
2181.0,0.01105
2180.0,0.00170
2179.0,0.01597
2178.0,0.01812
2177.0,0.01513
2176.0,0.00739
2175.0,0.01505
2174.0,0.01588
2173.0,0.01926
2172.0,0.00698
2171.0,0.01012
2170.0,0.01488
2169.0,0.01133
2168.0,0.00535
2167.0,0.01291
2166.0,0.01363
2165.0,0.01108
2164.0,0.01163
2163.0,0.00914
2162.0,0.01773
2161.0,0.00574
2160.0,0.00721
2159.0,0.01010
2158.0,0.01435
2157.0,0.00237
2156.0,0.00321
2155.0,0.00000
2154.0,0.00974
2153.0,0.00390
2152.0,0.00747
2151.0,0.01261
2150.0,0.00601
2149.0,0.01029
2148.0,0.00755
2147.0,0.01232
2146.0,0.01124
2145.0,0.00532
2144.0,0.00786
2143.0,0.01383
2142.0,0.01050
2141.0,0.00146
2140.0,0.01165
2139.0,0.00286
2138.0,0.01527
2137.0,0.01325
2136.0,0.00950
2135.0,0.00876
2134.0,0.00685
2133.0,0.01121
2132.0,0.00588
2131.0,0.00884
2130.0,0.01195
2129.0,0.00470
2128.0,0.00436
2127.0,0.00139
2126.0,0.00197
2125.0,0.00000
2124.0,0.01080
2123.0,0.01612
2122.0,0.01414
2121.0,0.00000
2120.0,0.01050
2119.0,0.01391
2118.0,0.00445
2117.0,0.00718
2116.0,0.00000
2115.0,0.00787
2114.0,0.00115
2113.0,0.00741
2112.0,0.00000
2111.0,0.00899
2110.0,0.01134
2109.0,0.00224
2108.0,0.00041
2107.0,0.00000
2106.0,0.00464
2105.0,0.00300
2104.0,0.00000
2103.0,0.00806
2102.0,0.00348
2101.0,0.00030
2100.0,0.00285
2099.0,0.01092
2098.0,0.00852
2097.0,0.00480
2096.0,0.00849
2095.0,0.00000
2094.0,0.00545
2093.0,0.00597
2092.0,0.00283
2091.0,0.00730
2090.0,0.00117
2089.0,0.00757
2088.0,0.00773
2087.0,0.00000
2086.0,0.01082
2085.0,0.00000
2084.0,0.00169
2083.0,0.00984
2082.0,0.00308
2081.0,0.00000
2080.0,0.00000
2079.0,0.00966
2078.0,0.00000
2077.0,0.01008
2076.0,0.00411
2075.0,0.00000
2074.0,0.00138
2073.0,0.00000
2072.0,0.00854
2071.0,0.00782
2070.0,0.00000
2069.0,0.00206
2068.0,0.00000
2067.0,0.01046
2066.0,0.00000
2065.0,0.01193
2064.0,0.00370
2063.0,0.00000
2062.0,0.00040
2061.0,0.00000
2060.0,0.00000
2059.0,0.00414
2058.0,0.00000
2057.0,0.00000
2056.0,0.00165
2055.0,0.00000
2054.0,0.00000
2053.0,0.00000
2052.0,0.00000
2051.0,0.01337
2050.0,0.00361
2049.0,0.00452
2048.0,0.00000
2047.0,0.00000
2046.0,0.00426
2045.0,0.00000
2044.0,0.00766
2043.0,0.00000
2042.0,0.00162
2041.0,0.00009
2040.0,0.00381
2039.0,0.00000
2038.0,0.00157
2037.0,0.00171
2036.0,0.00000
2035.0,0.00525
2034.0,0.00399
2033.0,0.00232
2032.0,0.00059
2031.0,0.00669
2030.0,0.00150
2029.0,0.00112
2028.0,0.00314
2027.0,0.01107
2026.0,0.00000
2025.0,0.00638
2024.0,0.00000
2023.0,0.00357
2022.0,0.01033
2021.0,0.00487
2020.0,0.00325
2019.0,0.00000
2018.0,0.00250
2017.0,0.00106
2016.0,0.00000
2015.0,0.00082
2014.0,0.00324
2013.0,0.00000
2012.0,0.00000
2011.0,0.00000
2010.0,0.00410
2009.0,0.00485
2008.0,0.00326
2007.0,0.00690
2006.0,0.00249
2005.0,0.00399
2004.0,0.00352
2003.0,0.00153
2002.0,0.00000
2001.0,0.01301
2000.0,0.00000
1999.0,0.00000
1998.0,0.00404
1997.0,0.00311
1996.0,0.00000
1995.0,0.00742
1994.0,0.00132
1993.0,0.00000
1992.0,0.00769
1991.0,0.00486
1990.0,0.00000
1989.0,0.01058
1988.0,0.00497
1987.0,0.00160
1986.0,0.00959
1985.0,0.00241
1984.0,0.00146
1983.0,0.00000
1982.0,0.00447
1981.0,0.00393
1980.0,0.00160
1979.0,0.00000
1978.0,0.00214
1977.0,0.00112
1976.0,0.00000
1975.0,0.00000
1974.0,0.00425
1973.0,0.00000
1972.0,0.00242
1971.0,0.00000
1970.0,0.00790
1969.0,0.00000
1968.0,0.00462
1967.0,0.00000
1966.0,0.00186
1965.0,0.00497
1964.0,0.00000
1963.0,0.00623
1962.0,0.00000
1961.0,0.00270
1960.0,0.00582
1959.0,0.00449
1958.0,0.01076
1957.0,0.00000
1956.0,0.00000
1955.0,0.00000
1954.0,0.00443
1953.0,0.00360
1952.0,0.00161
1951.0,0.00000
1950.0,0.00491
1949.0,0.00000
1948.0,0.00684
1947.0,0.01532
1946.0,0.00286
1945.0,0.00393
1944.0,0.00000
1943.0,0.00000
1942.0,0.00000
1941.0,0.00000
1940.0,0.00000
1939.0,0.00955
1938.0,0.00229
1937.0,0.00282
1936.0,0.00000
1935.0,0.00003
1934.0,0.00571
1933.0,0.00071
1932.0,0.00352
1931.0,0.00000
1930.0,0.00000
1929.0,0.00000
1928.0,0.00000
1927.0,0.00000
1926.0,0.00109
1925.0,0.00000
1924.0,0.00061
1923.0,0.00104
1922.0,0.00000
1921.0,0.00000
1920.0,0.00278
1919.0,0.00267
1918.0,0.00000
1917.0,0.00151
1916.0,0.00582
1915.0,0.00459
1914.0,0.00022
1913.0,0.00000
1912.0,0.00000
1911.0,0.00301
1910.0,0.00164
1909.0,0.00380
1908.0,0.00130
1907.0,0.00473
1906.0,0.00110
1905.0,0.00454
1904.0,0.00497
1903.0,0.00000
1902.0,0.00000
1901.0,0.00831
1900.0,0.00187
1899.0,0.00000
1898.0,0.00000
1897.0,0.00442
1896.0,0.00000
1895.0,0.00000
1894.0,0.00755
1893.0,0.00000
1892.0,0.00000
1891.0,0.00158
1890.0,0.00247
1889.0,0.00299
1888.0,0.00506
1887.0,0.00149
1886.0,0.00294
1885.0,0.00000
1884.0,0.00079
1883.0,0.00101
1882.0,0.00154
1881.0,0.00432
1880.0,0.00323
1879.0,0.00067
1878.0,0.00000
1877.0,0.00078
1876.0,0.00029
1875.0,0.00139
1874.0,0.01145
1873.0,0.00000
1872.0,0.00252
1871.0,0.00575
1870.0,0.00089
1869.0,0.01208
1868.0,0.00000
1867.0,0.00201
1866.0,0.00000
1865.0,0.00000
1864.0,0.00162
1863.0,0.00460
1862.0,0.00196
1861.0,0.00665
1860.0,0.00000
1859.0,0.00000
1858.0,0.01386
1857.0,0.00231
1856.0,0.00000
1855.0,0.00000
1854.0,0.00000
1853.0,0.00500
1852.0,0.00000
1851.0,0.00095
1850.0,0.00000
1849.0,0.00396
1848.0,0.00000
1847.0,0.00000
1846.0,0.00141
1845.0,0.00329
1844.0,0.00195
1843.0,0.00000
1842.0,0.00367
1841.0,0.00000
1840.0,0.00000
1839.0,0.00000
1838.0,0.00677
1837.0,0.00343
1836.0,0.00328
1835.0,0.00649
1834.0,0.01431
1833.0,0.00000
1832.0,0.00000
1831.0,0.00000
1830.0,0.00000
1829.0,0.00000
1828.0,0.00000
1827.0,0.00000
1826.0,0.00190
1825.0,0.00048
1824.0,0.00262
1823.0,0.00276
1822.0,0.00323
1821.0,0.00000
1820.0,0.01081
1819.0,0.00138
1818.0,0.00000
1817.0,0.00000
1816.0,0.00000
1815.0,0.00028
1814.0,0.00000
1813.0,0.00000
1812.0,0.01024
1811.0,0.00293
1810.0,0.00381
1809.0,0.00000
1808.0,0.00000
1807.0,0.00036
1806.0,0.00104
1805.0,0.00000
1804.0,0.00000
1803.0,0.00024
1802.0,0.00000
1801.0,0.00000
1800.0,0.00000
1799.0,0.00000
1798.0,0.00061
1797.0,0.00318
1796.0,0.00555
1795.0,0.00000
1794.0,0.00000
1793.0,0.00233
1792.0,0.00320
1791.0,0.00000
1790.0,0.00409
1789.0,0.00503
1788.0,0.00659
1787.0,0.00902
1786.0,0.00000
1785.0,0.00020
1784.0,0.00018
1783.0,0.00000
1782.0,0.00000
1781.0,0.00000
1780.0,0.00058
1779.0,0.00000
1778.0,0.00055
1777.0,0.00000
1776.0,0.00000
1775.0,0.00128
1774.0,0.00087
1773.0,0.00301
1772.0,0.01104
1771.0,0.00149
1770.0,0.00253
1769.0,0.00000
1768.0,0.00000
1767.0,0.00802
1766.0,0.00000
1765.0,0.00000
1764.0,0.00000
1763.0,0.00000
1762.0,0.00000
1761.0,0.00000
1760.0,0.00624
1759.0,0.00000
1758.0,0.00000
1757.0,0.00480
1756.0,0.00255
1755.0,0.00000
1754.0,0.00000
1753.0,0.00000
1752.0,0.00000
1751.0,0.00591
1750.0,0.00000
1749.0,0.00000
1748.0,0.00345
1747.0,0.00000
1746.0,0.00524
1745.0,0.00000
1744.0,0.00173
1743.0,0.00131
1742.0,0.00549
1741.0,0.00283
1740.0,0.00000
1739.0,0.00000
1738.0,0.00079
1737.0,0.00000
1736.0,0.00265
1735.0,0.00444
1734.0,0.00401
1733.0,0.00084
1732.0,0.00000
1731.0,0.00465
1730.0,0.01462
1729.0,0.01641
1728.0,0.03989
1727.0,0.06395
1726.0,0.09311
1725.0,0.12322
1724.0,0.19333
1723.0,0.28648
1722.0,0.36709
1721.0,0.46508
1720.0,0.59323
1719.0,0.69821
1718.0,0.80441
1717.0,0.88100
1716.0,0.93422
1715.0,0.95186
1714.0,0.93542
1713.0,0.89100
1712.0,0.80373
1711.0,0.69023
1710.0,0.58928
1709.0,0.48070
1708.0,0.37582
1707.0,0.27491
1706.0,0.20553
1705.0,0.14316
1704.0,0.10533
1703.0,0.05564
1702.0,0.03418
1701.0,0.02031
1700.0,0.01006
1699.0,0.00245
1698.0,0.00000
1697.0,0.00000
1696.0,0.00279
1695.0,0.00000
1694.0,0.00991
1693.0,0.00019
1692.0,0.00653
1691.0,0.00136
1690.0,0.00417
1689.0,0.00143
1688.0,0.00688
1687.0,0.00031
1686.0,0.00251
1685.0,0.00186
1684.0,0.00000
1683.0,0.00205
1682.0,0.01120
1681.0,0.00000
1680.0,0.00213
1679.0,0.00632
1678.0,0.00573
1677.0,0.00009
1676.0,0.00000
1675.0,0.00261
1674.0,0.00000
1673.0,0.00738
1672.0,0.00087
1671.0,0.00502
1670.0,0.00000
1669.0,0.00000
1668.0,0.00133
1667.0,0.00000
1666.0,0.00000
1665.0,0.00045
1664.0,0.01386
1663.0,0.00419
1662.0,0.00527
1661.0,0.00424
1660.0,0.00742
1659.0,0.00000
1658.0,0.00000
1657.0,0.00000
1656.0,0.00408
1655.0,0.00000
1654.0,0.00000
1653.0,0.00000
1652.0,0.00753
1651.0,0.00377
1650.0,0.00328
1649.0,0.00313
1648.0,0.00000
1647.0,0.00101
1646.0,0.00000
1645.0,0.00000
1644.0,0.00077
1643.0,0.00164
1642.0,0.00606
1641.0,0.00787
1640.0,0.00787
1639.0,0.00000
1638.0,0.00000
1637.0,0.00242
1636.0,0.01267
1635.0,0.00741
1634.0,0.00561
1633.0,0.00000
1632.0,0.00000
1631.0,0.00396
1630.0,0.00000
1629.0,0.00000
1628.0,0.00000
1627.0,0.00798
1626.0,0.00000
1625.0,0.00000
1624.0,0.00253
1623.0,0.00000
1622.0,0.00022
1621.0,0.00000
1620.0,0.00000
1619.0,0.00396
1618.0,0.00000
1617.0,0.00000
1616.0,0.00343
1615.0,0.00000
1614.0,0.00000
1613.0,0.00335
1612.0,0.00563
1611.0,0.00000
1610.0,0.00000
1609.0,0.00354
1608.0,0.00000
1607.0,0.00155
1606.0,0.00000
1605.0,0.00000
1604.0,0.00000
1603.0,0.00000
1602.0,0.00000
1601.0,0.00295
1600.0,0.00000
1599.0,0.00491
1598.0,0.00141
1597.0,0.00000
1596.0,0.00000
1595.0,0.00000
1594.0,0.00146
1593.0,0.00000
1592.0,0.00000
1591.0,0.00000
1590.0,0.00000
1589.0,0.00789
1588.0,0.00000
1587.0,0.00000
1586.0,0.00556
1585.0,0.00679
1584.0,0.00000
1583.0,0.00000
1582.0,0.00309
1581.0,0.00000
1580.0,0.00000
1579.0,0.00000
1578.0,0.00776
1577.0,0.00000
1576.0,0.00051
1575.0,0.00567
1574.0,0.01054
1573.0,0.00000
1572.0,0.00000
1571.0,0.00912
1570.0,0.00000
1569.0,0.00514
1568.0,0.00000
1567.0,0.00052
1566.0,0.00000
1565.0,0.00000
1564.0,0.00000
1563.0,0.00139
1562.0,0.00498
1561.0,0.00000
1560.0,0.00035
1559.0,0.00286
1558.0,0.00000
1557.0,0.00370
1556.0,0.00410
1555.0,0.01302
1554.0,0.00000
1553.0,0.00000
1552.0,0.00385
1551.0,0.00410
1550.0,0.00000
1549.0,0.00000
1548.0,0.00271
1547.0,0.00000
1546.0,0.00000
1545.0,0.00045
1544.0,0.00498
1543.0,0.00000
1542.0,0.00000
1541.0,0.00000
1540.0,0.00000
1539.0,0.00000
1538.0,0.00000
1537.0,0.00000
1536.0,0.00000
1535.0,0.00000
1534.0,0.00000
1533.0,0.00662
1532.0,0.00331
1531.0,0.00008
1530.0,0.00000
1529.0,0.00000
1528.0,0.00164
1527.0,0.00292
1526.0,0.00000
1525.0,0.00018
1524.0,0.00000
1523.0,0.00106
1522.0,0.00381
1521.0,0.00000
1520.0,0.00908
1519.0,0.00000
1518.0,0.00109
1517.0,0.00000
1516.0,0.00000
1515.0,0.00000
1514.0,0.00054
1513.0,0.00424
1512.0,0.00689
1511.0,0.00000
1510.0,0.00408
1509.0,0.00000
1508.0,0.00383
1507.0,0.00000
1506.0,0.00546
1505.0,0.01105
1504.0,0.00000
1503.0,0.00000
1502.0,0.00000
1501.0,0.00616
1500.0,0.00277
1499.0,0.00125
1498.0,0.00504
1497.0,0.00242
1496.0,0.00609
1495.0,0.00460
1494.0,0.00761
1493.0,0.00180
1492.0,0.00453
1491.0,0.00000
1490.0,0.00000
1489.0,0.00854
1488.0,0.00108
1487.0,0.00403
1486.0,0.00062
1485.0,0.00000
1484.0,0.00006
1483.0,0.00718
1482.0,0.00278
1481.0,0.00000
1480.0,0.00000
1479.0,0.00891
1478.0,0.00000
1477.0,0.00000
1476.0,0.00947
1475.0,0.00341
1474.0,0.00000
1473.0,0.00000
1472.0,0.00541
1471.0,0.00000
1470.0,0.00574
1469.0,0.00271
1468.0,0.00122
1467.0,0.00073
1466.0,0.00000
1465.0,0.00523
1464.0,0.00000
1463.0,0.00000
1462.0,0.00307
1461.0,0.00316
1460.0,0.00240
1459.0,0.00204
1458.0,0.00000
1457.0,0.00394
1456.0,0.00000
1455.0,0.00000
1454.0,0.00000
1453.0,0.01010
1452.0,0.00000
1451.0,0.00250
1450.0,0.00000
1449.0,0.00000
1448.0,0.00000
1447.0,0.00000
1446.0,0.00197
1445.0,0.00000
1444.0,0.00000
1443.0,0.00430
1442.0,0.00734
1441.0,0.00771
1440.0,0.00219
1439.0,0.00082
1438.0,0.00751
1437.0,0.00969
1436.0,0.00751
1435.0,0.00000
1434.0,0.00470
1433.0,0.00731
1432.0,0.00000
1431.0,0.01175
1430.0,0.02386
1429.0,0.01957
1428.0,0.02853
1427.0,0.02789
1426.0,0.03354
1425.0,0.04394
1424.0,0.04732
1423.0,0.05716
1422.0,0.08003
1421.0,0.09330
1420.0,0.09503
1419.0,0.11891
1418.0,0.12790
1417.0,0.14410
1416.0,0.15813
1415.0,0.17315
1414.0,0.17942
1413.0,0.19495
1412.0,0.19608
1411.0,0.20174
1410.0,0.19583
1409.0,0.20941
1408.0,0.19688
1407.0,0.19147
1406.0,0.17096
1405.0,0.16406
1404.0,0.16202
1403.0,0.14383
1402.0,0.11877
1401.0,0.11926
1400.0,0.09727
1399.0,0.09350
1398.0,0.07326
1397.0,0.06300
1396.0,0.05729
1395.0,0.03755
1394.0,0.02894
1393.0,0.02599
1392.0,0.02530
1391.0,0.00972
1390.0,0.00415
1389.0,0.01352
1388.0,0.00396
1387.0,0.00315
1386.0,0.00000
1385.0,0.00000
1384.0,0.00181
1383.0,0.00593
1382.0,0.00000
1381.0,0.00887
1380.0,0.00000
1379.0,0.00000
1378.0,0.00785
1377.0,0.00116
1376.0,0.00000
1375.0,0.00000
1374.0,0.00679
1373.0,0.00735
1372.0,0.00000
1371.0,0.00000
1370.0,0.00045
1369.0,0.00000
1368.0,0.00000
1367.0,0.00003
1366.0,0.00570
1365.0,0.00604
1364.0,0.00000
1363.0,0.00000
1362.0,0.00332
1361.0,0.00000
1360.0,0.00294
1359.0,0.00000
1358.0,0.00000
1357.0,0.00000
1356.0,0.00724
1355.0,0.00000
1354.0,0.00820
1353.0,0.00000
1352.0,0.00146
1351.0,0.01196
1350.0,0.00000
1349.0,0.00000
1348.0,0.00643
1347.0,0.00000
1346.0,0.00000
1345.0,0.00000
1344.0,0.00134
1343.0,0.00000
1342.0,0.00000
1341.0,0.00225
1340.0,0.00000
1339.0,0.00000
1338.0,0.00000
1337.0,0.00000
1336.0,0.00000
1335.0,0.00059
1334.0,0.00000
1333.0,0.00000
1332.0,0.00000
1331.0,0.00000
1330.0,0.00346
1329.0,0.00718
1328.0,0.00000
1327.0,0.00243
1326.0,0.00000
1325.0,0.00183
1324.0,0.00783
1323.0,0.00254
1322.0,0.00000
1321.0,0.00227
1320.0,0.00616
1319.0,0.00000
1318.0,0.00498
1317.0,0.00000
1316.0,0.00000
1315.0,0.00071
1314.0,0.00000
1313.0,0.00000
1312.0,0.00644
1311.0,0.00000
1310.0,0.00000
1309.0,0.00000
1308.0,0.00000
1307.0,0.00000
1306.0,0.00707
1305.0,0.00491
1304.0,0.00272
1303.0,0.00117
1302.0,0.00274
1301.0,0.00000
1300.0,0.00645
1299.0,0.00000
1298.0,0.00971
1297.0,0.01445
1296.0,0.01384
1295.0,0.01786
1294.0,0.02880
1293.0,0.02307
1292.0,0.05237
1291.0,0.06696
1290.0,0.08722
1289.0,0.11409
1288.0,0.13595
1287.0,0.15830
1286.0,0.19179
1285.0,0.22079
1284.0,0.24688
1283.0,0.26931
1282.0,0.29077
1281.0,0.29090
1280.0,0.30088
1279.0,0.30278
1278.0,0.27690
1277.0,0.26940
1276.0,0.24338
1275.0,0.21860
1274.0,0.18798
1273.0,0.16315
1272.0,0.14553
1271.0,0.10423
1270.0,0.08163
1269.0,0.06102
1268.0,0.05950
1267.0,0.03506
1266.0,0.02667
1265.0,0.01673
1264.0,0.00807
1263.0,0.00734
1262.0,0.01782
1261.0,0.01047
1260.0,0.00000
1259.0,0.00455
1258.0,0.00000
1257.0,0.00000
1256.0,0.00535
1255.0,0.00594
1254.0,0.00530
1253.0,0.00000
1252.0,0.00000
1251.0,0.00376
1250.0,0.00196
1249.0,0.00000
1248.0,0.00000
1247.0,0.00057
1246.0,0.00540
1245.0,0.00000
1244.0,0.00319
1243.0,0.00166
1242.0,0.00375
1241.0,0.00436
1240.0,0.00000
1239.0,0.00000
1238.0,0.00000
1237.0,0.00445
1236.0,0.00000
1235.0,0.00000
1234.0,0.00000
1233.0,0.00876
1232.0,0.00413
1231.0,0.00385
1230.0,0.00484
1229.0,0.00288
1228.0,0.00000
1227.0,0.00000
1226.0,0.00000
1225.0,0.01317
1224.0,0.00278
1223.0,0.00000
1222.0,0.00233
1221.0,0.00000
1220.0,0.00752
1219.0,0.00000
1218.0,0.00251
1217.0,0.00533
1216.0,0.00192
1215.0,0.00047
1214.0,0.00005
1213.0,0.00000
1212.0,0.00000
1211.0,0.00000
1210.0,0.00740
1209.0,0.00000
1208.0,0.00000
1207.0,0.00000
